user_id,plan_type,start_date,end_date,monthly_fee,actual_usage,billed_amount,discount,status
8fc5ed73-9b24-4cc3-b21f-a9aa11e23e80,Basic,2024-12-19,,800,7,5600,0.0,active
fb6269f9-cd27-40d3-a87a-2116f4cee20e,Premium,2025-06-06,2026-01-02,2000,7,14000,0.0,churned
f1632a62-828e-44e3-89c5-b31637973e0d,Standard,2025-07-02,,1200,1,605,0.0,active
62a91cfa-9fda-4598-b4a9-d6621544b0d9,Premium,2025-02-15,,2000,5,8074,0.0,active
a0343afa-5023-4ab7-a670-3e351dbdac43,Standard,2024-10-23,,1200,9,10800,0.0,active
4986ba35-2efe-4a7f-9ad1-8c8a08cc750f,Premium,2025-06-12,,2000,2,4000,1096.41,active
a4d35fb4-3a7b-47db-be7c-bfc915d48f1d,Standard,2025-06-11,,1200,2,2400,282.0,active
2ab7f414-ea00-4e6b-8258-1cd63d179390,Premium,2025-06-22,,2000,1,0,0.0,active
2ce367ec-a314-4ee6-afb7-1214a9a159af,Premium,2024-09-06,,2000,11,22000,0.0,active
dd89f512-7f80-497c-b3a3-5f41f29e56d1,Standard,2024-08-11,,1200,12,14400,0.0,active
7fa82b7f-872d-4246-b98a-f09bda50acb3,Basic,2025-05-18,,800,2,1600,405.07,active
7fa00aa1-c292-48a3-82d5-9405cc41263b,Basic,2025-02-14,,800,5,0,0.0,active
2ef11879-6474-47aa-a60e-a95ea931265a,Basic,2025-07-19,,800,1,620,0.0,active
4d0d6806-c972-4528-ba36-cfc08f3ddbde,Standard,2024-12-11,,1200,8,9600,0.0,active
91012885-c1cc-4534-b224-20878c31d062,Premium,2025-07-26,,2000,1,2000,483.0,active
c70851e2-1098-45bf-afc7-7cf59eb987e0,Basic,2025-07-27,,800,1,800,0.0,active
5e037ac5-ca72-490a-afde-d1ebb7c73140,Basic,2025-01-09,,800,7,0,0.0,active
c655cf9e-fb67-4d1b-aa04-17f6c8a0a5e4,Basic,2024-11-17,,800,8,6400,0.0,active
d1814b4d-9a1f-45e8-9010-28bc022a272f,Premium,2025-07-30,,2000,1,0,0.0,active
39fa9b55-8462-4fb3-85cd-ab9d1027b924,Standard,2025-05-08,,1200,3,3600,0.0,active
d9d58935-66ff-4ab4-976c-2c55ae0ffae5,Basic,2025-06-09,,800,2,1600,0.0,active
9aff174e-e013-4b5a-a72e-39af3759114e,Standard,2025-05-08,,1200,3,3600,0.0,active
a1282829-ee04-4725-9c0f-d23d03100dcf,Premium,2025-04-22,,2000,3,6000,0.0,active
de2c86f9-5d1d-49a4-a2dd-248e46be464a,Basic,2025-05-26,,800,2,1600,0.0,active
9ff5ac5a-b8ad-47a6-81a4-ceadfbfb2a72,Standard,2024-10-24,,1200,9,10800,0.0,active
3d2b043d-b519-4c3d-9713-6e53491f4c19,Basic,2024-11-10,,800,9,5184,1385.19,active
7bc07b8b-e0e1-4ff7-b0f8-e8399b591e44,Basic,2024-08-11,,800,12,5438,0.0,active
1b21a5ac-db45-4040-bf8c-37dd1bbbe4b1,Basic,2025-03-08,,800,5,0,399.0,active
46858359-b180-41c5-a956-9cd4cccc069f,Standard,2024-12-23,,1200,7,5158,0.0,active
b615d9bf-03f7-4453-a830-78d689bed7bc,Premium,2024-12-12,,2000,8,16000,0.0,active
11248a14-051d-4d92-9ce8-17542ab883a0,Basic,2025-04-12,,800,4,3200,359.01,active
6e9e4832-f1d1-44a9-8666-ee923e57ac9a,Standard,2025-03-14,2026-01-08,1200,10,12000,0.0,churned
5d916d65-538f-4dbe-a629-e98ad237a7ee,Premium,2025-03-03,,2000,5,0,234.0,active
6a30d761-15a1-4188-98b8-4ae8710af997,Premium,2024-08-31,,2000,11,22000,0.0,active
0ece17b8-af31-4ad3-971b-d556b3729011,Premium,2025-04-09,,2000,4,8000,0.0,active
47a52fa0-83c4-46b2-8f2b-b5e358a144c7,Standard,2024-09-17,,1200,10,12000,0.0,active
8ca85fd9-a3bf-4530-8ddc-bf0aa8c674e0,Standard,2025-04-05,,1200,4,2858,0.0,active
911f8321-45a5-4497-a2bb-fde4b53cdab4,Premium,2024-09-22,,2000,10,20000,0.0,active
be295431-8142-4268-a772-4a09e61effa9,Basic,2024-11-20,2025-09-16,800,10,0,0.0,churned
ba71ef6d-3c88-4029-bfa7-e1c16d22850b,Basic,2025-07-18,,800,1,800,235.0,active
33aea3d7-494c-4387-a14e-805b3912eef5,Basic,2024-10-02,,800,10,8000,0.0,active
91845563-b8cf-44b8-b6ef-5477f0579fcc,Premium,2025-07-14,,2000,1,0,0.0,active
4426b008-6d8e-4ba9-8e3d-44d43e4b97bb,Premium,2025-01-05,2025-10-02,2000,9,18000,0.0,churned
9a42cbcd-8323-4e73-901d-95fb8dfbb52c,Basic,2024-08-23,,800,11,7013,307.0,active
06662a98-24c3-4197-ada5-9acbba731d18,Premium,2024-10-03,,2000,10,20000,0.0,active
870f7a9c-acd7-4457-ac43-1ca604ce5d8e,Premium,2025-03-16,,2000,4,0,0.0,active
ab7fd61e-a6bd-4110-a25d-a5fb2f303704,Basic,2024-12-15,,800,7,2898,0.0,active
509c348a-4b15-4593-b742-c603eb306cd3,Basic,2025-05-17,,800,2,1600,0.0,active
1f388a29-4357-4e89-843e-3e7ebbc17490,Premium,2024-09-11,,2000,11,22000,5240.49,active
446d27b4-bfb4-46d8-91a0-5c2ae1322cde,Basic,2025-02-12,,800,6,3518,357.0,active
5e736444-1797-4d5e-b7ea-83c4ec762c9d,Standard,2024-08-20,,1200,11,11144,0.0,active
8454bcfb-6222-4426-af25-079e28f5f1c7,Basic,2024-08-19,,800,11,8800,0.0,active
0a56392d-c1fd-473b-8e23-ab34797d7ebc,Premium,2024-09-04,,2000,11,22000,0.0,active
32c56c25-27fe-403c-a2bb-df813319b18b,Basic,2025-04-21,,800,3,2400,324.99,active
c454b9f2-016e-4db6-bbaf-97672daf1563,Standard,2025-06-18,2026-06-13,1200,12,0,0.0,churned
d7070e7a-9a2a-4d17-8006-a82583b1c8e2,Standard,2025-04-04,,1200,4,3956,0.0,active
7d78b928-7cf2-42a6-b9d8-2c2d25d511fe,Premium,2024-10-20,,2000,9,15181,0.0,active
ab013152-ad07-4ef1-b42e-c79f21f8d680,Standard,2024-10-25,,1200,9,9164,0.0,active
dfacd77a-4ab6-42db-864a-7210eab45473,Premium,2025-02-04,,2000,6,12000,0.0,active
41e8abda-f4dc-43f8-a4ad-cfed84d01695,Standard,2024-10-15,,1200,10,12000,0.0,active
5d4025d3-a8c1-4595-bd90-bed6922259a4,Premium,2025-01-26,,2000,6,12000,0.0,active
ebec3a28-902a-4a10-82d9-d9397cd0e9f1,Standard,2025-06-06,,1200,2,0,0.0,active
ecfb9838-eb16-4ec9-b753-bc70af1591c9,Basic,2025-04-16,,800,3,2400,0.0,active
c72650a3-ce59-4c33-a9cd-418d6c5d1952,Standard,2025-04-01,,1200,4,4800,0.0,active
bfb5345e-f74b-4460-bfad-4eaa485202a2,Premium,2024-08-29,,2000,11,22000,0.0,active
33520b54-ee05-4563-a344-9deace9f69cc,Premium,2025-05-01,,2000,3,6000,0.0,active
c7f3628f-6c75-40b8-a287-bdea65f45fa2,Premium,2025-06-04,,2000,2,4000,0.0,active
bec8f798-5265-4bb5-97a2-5f6220b9a517,Premium,2025-03-13,,2000,5,10000,0.0,active
7a9d0792-b3f5-48d2-9e74-57ef0ddf6017,Basic,2024-10-27,,800,9,7200,0.0,active
983d939b-2ecb-4fea-b673-62e5e9eefc45,Standard,2025-04-28,,1200,3,3600,0.0,active
1f87bab2-a475-453f-a7f5-082b1f7f95dd,Basic,2025-08-01,,800,1,0,0.0,active
49025a70-3159-4831-9da7-1ceaac405dab,Basic,2025-03-04,,800,5,4000,0.0,active
af442ff3-3220-423f-9301-843a55339525,Basic,2025-01-27,,800,6,4800,0.0,active
0e706b50-1327-4772-bbdd-eafde637dc61,Premium,2024-08-13,,2000,12,24000,0.0,active
248d14d7-0eb1-4769-99a8-964bed9f83e9,Basic,2025-05-10,,800,3,2121,0.0,active
707e6ec9-0337-4869-b5f3-6316b79d76af,Premium,2024-09-26,,2000,10,20000,0.0,active
f4b70550-a013-40d6-aab7-65f6b48e6867,Standard,2025-05-12,,1200,3,0,0.0,active
030b51bc-d9eb-457b-bb15-5d270108ab3a,Standard,2025-07-15,,1200,1,1200,443.0,active
2db4b7ae-d0f6-4f5d-9f48-de091a5b8363,Premium,2025-01-26,,2000,6,12000,0.0,active
4d32ecba-0ada-4c01-b5e9-982562647d75,Premium,2025-05-03,,2000,3,3921,0.0,active
00b6f9e2-c3c7-4a00-b067-b2459823370d,Basic,2025-04-11,,800,4,3200,0.0,active
019fa523-99b1-4bce-a28d-31269f1e1b69,Basic,2024-11-08,,800,9,7200,0.0,active
a16ca783-dfd7-45f1-ba04-1d7973bf0700,Premium,2025-02-17,,2000,5,10000,0.0,active
e5283852-4908-46f8-a053-9a4e8d2d61c8,Basic,2025-04-19,,800,3,1840,0.0,active
02b38444-5a3a-4cc3-a760-1562f8d9ade3,Premium,2025-03-23,,2000,4,5416,0.0,active
f5602b8e-867b-47ea-ba6e-f85a4601870c,Premium,2025-06-15,,2000,1,0,0.0,active
a7638d65-2fbf-408a-ae6d-6356814149b7,Basic,2025-05-20,,800,2,1600,0.0,active
2428392b-cb34-404a-b81d-c116523a85a9,Basic,2025-06-04,,800,2,1600,0.0,active
c1aeade1-084d-4543-84e8-e56845975789,Standard,2025-06-08,,1200,2,2400,339.0,active
e54b36a8-a306-4a30-a636-a2036df5ea55,Standard,2025-05-19,,1200,2,2400,278.0,active
9b78e247-6e15-40f9-be37-625d41855662,Premium,2025-01-05,,2000,7,14000,0.0,active
76748f30-2e51-4322-955e-b80d193f868a,Standard,2025-07-15,,1200,1,1200,0.0,active
3e537d78-5626-453a-8826-824677bd2c33,Premium,2025-04-13,,2000,4,8000,0.0,active
6f40f159-ebb9-4ed9-84fb-25072275a20d,Premium,2024-09-24,,2000,10,20000,0.0,active
ae686657-6a2e-465a-98c4-efa02b737797,Standard,2025-03-22,,1200,4,0,0.0,active
6c07e394-e5fb-45ee-8932-dfe83b770738,Premium,2025-05-03,,2000,3,5154,0.0,active
1dd8d8a8-4b18-4be5-a884-005d82efad50,Standard,2025-05-10,,1200,3,3600,0.0,active
15d7441f-9a26-4e9b-a7ff-c2e6ef578a92,Premium,2025-06-25,,2000,1,1672,0.0,active
56597bb6-5194-4d71-b59f-9780cc7de603,Premium,2024-12-14,,2000,8,0,0.0,active
2383ef90-13c5-4118-a019-fd931be138ac,Premium,2024-11-23,2025-10-19,2000,11,22000,0.0,churned
107bc8d5-0943-4ea9-b8d9-82ab6fd53671,Basic,2024-11-24,2025-06-22,800,7,5600,0.0,churned
9fd54f0d-0e86-4a4a-af66-172ac2576257,Standard,2024-08-13,,1200,12,14400,0.0,active
dee0a3f9-d358-4706-b8ec-72615ff69dd4,Standard,2025-03-09,,1200,5,6000,1799.89,active
09d89cb8-cac7-49c4-ae24-67844075c654,Standard,2024-11-10,,1200,9,10800,0.0,active
f0e26d49-568b-4f6a-8db8-613f6fea1e94,Basic,2024-08-29,,800,11,0,278.0,active
f507a871-3df6-4af9-b91a-99e33ec284c4,Basic,2025-04-20,,800,3,2400,0.0,active
05eba7a3-c5a2-43f9-ad7e-0c4b38fc36a1,Basic,2024-10-30,,800,9,7200,0.0,active
0f774099-a6e5-42aa-8e98-a3ab402bf2dc,Premium,2025-07-01,,2000,1,1091,0.0,active
d0fe0a0c-281c-498c-9046-de150b5cdceb,Standard,2024-12-14,,1200,8,9600,0.0,active
aaf6ebc7-9e08-45a8-94fd-ff7adb6f813f,Premium,2025-01-04,,2000,7,14000,0.0,active
5779769d-8840-4af7-a3ab-edb912717743,Basic,2025-01-11,2026-01-06,800,12,5732,0.0,churned
ea70401c-d440-4686-a766-64c9128290b4,Standard,2024-08-10,,1200,12,14400,3693.99,active
6abfa08d-5e9a-4a52-b446-29449ff257cd,Standard,2024-11-04,,1200,9,10800,1107.33,active
f2c209db-cb0a-4573-b881-76c958564442,Standard,2025-01-17,,1200,6,7200,0.0,active
a3578102-7b20-47b3-9cce-9884533f07eb,Premium,2025-04-06,,2000,4,8000,467.0,active
711ac4ab-28dc-44bd-b205-8ebb5f70a042,Premium,2024-11-23,,2000,8,11444,0.0,active
4138a21a-c283-471f-ad49-52f09d5dcab1,Standard,2025-01-09,,1200,7,8400,0.0,active
924f3ec0-4187-4ca1-992f-91a877f4febf,Basic,2024-10-09,,800,10,8000,0.0,active
f9ca8397-8fae-4955-b631-3ee6b4a5fd51,Basic,2025-07-19,,800,1,800,0.0,active
b11a1466-dd6c-4cd7-92a9-f01ba6e17ddc,Standard,2025-07-12,2026-01-08,1200,6,7200,0.0,churned
9ffa8339-323f-47a9-871b-ea23341da1c9,Standard,2025-04-12,,1200,4,3746,0.0,active
976b3a66-5090-4437-930d-4d99b1e267ec,Basic,2024-12-19,,800,7,5600,0.0,active
8589fd29-13b1-41a8-abfc-ee128ab0b830,Standard,2024-10-27,,1200,9,8383,0.0,active
99117f8b-4717-475c-9b06-f4ca63a4f764,Standard,2024-09-20,,1200,10,12000,0.0,active
e8beb4ef-e7e5-45c6-93b6-717e874532a2,Standard,2025-03-08,,1200,5,6000,0.0,active
a8b9c37c-1efe-4e9e-9ebf-c9f736944924,Standard,2025-02-02,,1200,6,7200,0.0,active
5653aef1-0c5b-4c60-a84a-01b7668d947e,Premium,2025-04-09,,2000,4,4866,0.0,active
9e01636e-e687-4d8d-8087-a62789465953,Basic,2025-01-07,,800,7,5600,0.0,active
d3a78649-c27f-409e-ba2a-f30667a2c5b6,Premium,2025-01-27,,2000,6,12000,0.0,active
8bf538df-c2c1-4e9e-83b7-4cb787de72bd,Premium,2025-07-22,,2000,1,1477,0.0,active
9f9ac2fd-f6a7-4028-8820-8c2f6e213f1d,Basic,2025-03-07,,800,5,4000,0.0,active
8dd7d6a5-ca3f-4c17-b711-2e96f1f28120,Premium,2024-09-05,,2000,11,22000,0.0,active
ca778438-4354-49e7-a667-76264251972f,Premium,2025-02-03,,2000,6,0,0.0,active
4f4ba1b8-7010-456e-83ed-9510b973c695,Standard,2024-08-15,,1200,12,14400,0.0,active
f12dd577-07c7-4575-986a-77b46d604eb5,Standard,2025-01-30,,1200,6,7200,1407.93,active
ca2746ed-d460-4765-bb27-3509f832a34a,Basic,2025-02-05,,800,6,4800,0.0,active
dc068c64-5298-4417-bd72-ad02e2394894,Basic,2025-05-03,,800,3,2111,485.0,active
a0335cdf-daa3-4a05-8126-ca66ee90c319,Standard,2025-03-06,,1200,5,3541,0.0,active
87b74235-efc7-4da3-a5f2-a08fc499fd5a,Standard,2024-10-08,,1200,10,12000,0.0,active
1168c2ad-2758-4857-8c2b-52cdfefa5b59,Standard,2025-01-31,,1200,6,7200,0.0,active
2c17157b-93b0-4eaa-9736-992a0bea6247,Premium,2025-06-18,,2000,1,1500,0.0,active
694d74a5-be53-4f64-9284-082b7af538fc,Basic,2025-01-03,,800,7,5600,430.0,active
e0a52abc-f334-4102-b836-e274685626c9,Premium,2025-04-15,,2000,3,6000,0.0,active
faa7e1ba-5b59-4b80-9a9a-ae1490968eac,Premium,2025-05-02,,2000,3,3170,0.0,active
848eb956-7cbb-4a0e-bad1-54814c76a40c,Standard,2025-06-30,,1200,1,1200,0.0,active
71a1b6e6-77eb-4e9f-ae9d-a6cb6e01da2b,Basic,2025-07-13,,800,1,800,0.0,active
d33b2e84-f0b7-49a9-8d35-c2062d666ec9,Standard,2025-06-22,,1200,1,1200,491.0,active
a6a416ae-d33b-4ee1-b296-44c611ad8cba,Standard,2025-06-21,,1200,1,1200,0.0,active
4817e32d-b824-4bf2-879d-e1f957bf9b69,Standard,2025-01-24,,1200,6,7200,0.0,active
ccaf0fda-98d0-4c82-bcfa-9514e2ad1cf1,Basic,2025-01-28,,800,6,3810,0.0,active
d3a8b07c-5cab-48f3-a5be-d0b7916cf841,Basic,2024-10-17,,800,9,0,0.0,active
49bcc760-9e27-4591-86c7-9e17a8ed40e4,Premium,2024-09-05,,2000,11,22000,0.0,active
85ee8441-e1a8-4341-87e2-c31bb4903742,Standard,2025-04-22,,1200,3,2052,0.0,active
a1b42ba8-755b-49ed-8e2a-3b2b81785518,Standard,2025-03-29,,1200,4,4800,0.0,active
cdbc9eed-d0b8-4f58-b9da-3c1b2f3dfc24,Premium,2025-02-23,,2000,5,0,0.0,active
afdd59bd-b45d-4654-b23c-d0500ad550bf,Standard,2025-01-07,,1200,7,8400,0.0,active
20dba768-a14f-4530-8c58-c72a5c9df838,Standard,2025-02-12,,1200,6,7200,0.0,active
cbe94a68-e57c-474f-9929-956901a042ba,Standard,2024-10-17,,1200,9,10800,0.0,active
73f7a0bd-7d50-4dda-8070-336a6a2bed8c,Standard,2024-11-28,,1200,8,9600,0.0,active
62cd58dd-0f49-4179-a819-1de673fdfeac,Premium,2025-08-08,,2000,1,2000,0.0,active
34336ad9-b5af-4e24-bbb7-542592160d32,Standard,2025-02-13,,1200,5,6000,0.0,active
7e01d896-1726-4eba-b4a3-169fe57da477,Standard,2025-04-22,,1200,3,2093,0.0,active
ef16824c-8fce-47ac-8ab9-0aa03ce47c18,Standard,2025-06-15,,1200,1,1200,266.13,active
6e0e8030-2191-4844-94cf-f4d25bb3304a,Basic,2024-09-24,,800,10,8000,315.0,active
0787d52e-1070-4dce-a551-09dbf95c153e,Basic,2025-02-19,,800,5,4000,0.0,active
c0d69e28-a508-4707-b037-b2ee853fab74,Standard,2025-05-24,,1200,2,2400,0.0,active
1ba94ad1-3723-40cc-b7ef-5af0b21ea674,Standard,2025-01-16,,1200,6,0,0.0,active
e29277a0-2c67-446f-9094-ad76e039b588,Premium,2025-04-09,,2000,4,8000,0.0,active
7f05d4dd-7bf6-4074-8bc5-a565d0c771b6,Premium,2024-11-12,,2000,9,10988,0.0,active
b7b9874f-7253-4b63-a6b3-00dae64f9bc8,Standard,2024-09-25,,1200,10,7282,1947.9,active
d6e2a173-b063-4d40-a2c6-e8ca00bc8288,Premium,2024-10-22,,2000,9,18000,3042.45,active
81069139-ebc5-4b26-b0d2-c4a9dca9dd6c,Premium,2024-10-20,,2000,9,18000,0.0,active
b56ab6da-44e6-4a3d-bf14-b2c3787dc1b3,Basic,2025-01-03,,800,7,5600,0.0,active
994bb8f4-9010-4fc2-96bd-cd9097f44e3c,Standard,2024-12-04,2025-11-29,1200,12,14400,0.0,churned
bfcfe958-c15b-4f85-9e38-ae475f62edc2,Standard,2024-11-15,,1200,8,9600,0.0,active
61f801b7-7683-4afe-801c-0c4225fe2906,Basic,2025-07-09,,800,1,800,0.0,active
001e12f6-20df-4088-91f4-b6b37388dd9c,Premium,2025-03-05,,2000,5,10000,0.0,active
5112a13e-880b-4067-8833-016fae9ee8d8,Basic,2025-07-30,,800,1,800,0.0,active
3e75afb7-d155-481e-ac77-b9b90a6c9054,Standard,2025-05-14,,1200,2,0,0.0,active
481a5044-7383-44a2-a0a5-4d902d5e4d67,Premium,2024-10-17,,2000,9,18000,0.0,active
6f897069-02a8-4abb-b80b-edd07998544c,Premium,2025-07-05,,2000,1,2000,0.0,active
082ebf0d-dc09-44a6-ae3b-a204ec7fdd0a,Premium,2025-07-27,,2000,1,2000,0.0,active
bd9ce5bc-08b2-4f5d-b0e4-ce3385299c2b,Premium,2025-03-17,2026-02-10,2000,11,22000,0.0,churned
8f99c193-b57e-4761-88a2-d32fe4dd0ae8,Basic,2025-03-26,,800,4,3200,878.45,active
bfae9192-0e12-4156-8786-587db8d6a65c,Standard,2024-09-05,,1200,11,13200,228.0,active
4fff36b8-7ee9-4952-8e21-24b9d980c95d,Standard,2025-01-09,,1200,7,8400,0.0,active
fc61a556-3d7a-4724-807a-fe8ac82b0206,Standard,2025-04-24,,1200,3,2044,457.74,active
0904f45d-ee36-4898-8279-07d090323f7b,Basic,2025-03-03,,800,5,4000,0.0,active
ca7f5acf-f779-4c90-a7dc-d15476b30925,Premium,2025-05-12,,2000,3,6000,1681.45,active
5f965445-c1aa-4733-aaa3-4c6e45cdc53b,Premium,2025-01-07,,2000,7,14000,0.0,active
52b8765a-1a92-49ef-8d81-cad9963e1683,Premium,2025-05-18,,2000,2,0,0.0,active
48f47b36-491c-4ea4-a1c2-c3caed578228,Standard,2024-08-23,,1200,11,13200,0.0,active
da23d28d-bbaa-4c53-a784-1853dfaeb612,Standard,2025-07-04,,1200,1,1200,0.0,active
09988c55-aa5b-4ab4-b890-1a675ce4ce0a,Standard,2025-04-26,,1200,3,3600,0.0,active
9188b616-9ae4-47f2-a216-f132ec0917bb,Premium,2024-11-19,,2000,8,16000,0.0,active
92147ccb-5698-40a1-91df-56edb1e3915a,Premium,2024-10-29,,2000,9,0,0.0,active
0d803a72-591c-4c0e-acc0-476bc2bdca6c,Standard,2025-03-08,,1200,5,6000,0.0,active
88b495de-ef09-4d7e-b7cd-45313d9d0f44,Basic,2024-10-17,,800,9,7200,0.0,active
a82d7f47-d4a6-4c4c-be4c-300cfd979315,Premium,2025-06-19,,2000,1,2000,220.0,active
ee29ac92-f470-41e0-8d5f-80c8f14fc553,Standard,2025-03-26,,1200,4,4800,0.0,active
394d84c9-1785-4294-ac10-39873449c5f5,Basic,2025-03-14,,800,5,4000,0.0,active
c461303e-a832-40e2-98bd-4361d167ba96,Basic,2025-01-06,,800,7,4763,0.0,active
0eb77944-e1de-44fc-b4a8-316682b32988,Premium,2025-06-13,,2000,1,1205,0.0,active
eae87e94-161d-4631-89ec-cb23fa3cf502,Standard,2024-08-17,,1200,11,13200,0.0,active
c5a3f2a4-b4e3-41c2-b3e3-23d36389cd66,Basic,2024-08-21,,800,11,8800,0.0,active
770c9cb3-fb72-40d8-8416-f378aeb50364,Basic,2024-08-17,,800,11,7849,0.0,active
299989fc-1841-4ef7-87f1-12afa09b148f,Premium,2025-01-15,,2000,6,6066,0.0,active
8b40b464-2640-41a9-8be0-d56250122ec6,Standard,2025-05-17,,1200,2,1451,0.0,active
6b1f3e7c-8f01-4b00-b9a1-f8211a49d87c,Premium,2025-08-02,,2000,1,2000,0.0,active
9f060103-acdb-430b-987d-caeb528ad91e,Basic,2025-08-06,,800,1,0,0.0,active
5f5463b0-fc25-4197-8920-1fc505444ba8,Premium,2025-05-19,,2000,2,4000,0.0,active
7ddd410c-0a0c-4459-adb4-dd89e11a1072,Premium,2025-07-02,,2000,1,2000,321.75,active
06de5cc3-f4ad-4717-acaf-e81ab0c9f0bc,Standard,2025-04-16,,1200,3,3600,0.0,active
987075b7-c7af-4700-a04b-bc7304d0e028,Standard,2024-11-03,,1200,9,10800,0.0,active
dfca7d96-4541-4f63-a512-fc9e31adc43f,Premium,2025-01-02,,2000,7,7865,0.0,active
be19662f-ec3d-435d-a41e-b4f155b2edb0,Basic,2024-12-17,,800,7,5600,0.0,active
81e71743-80a0-4965-8e38-a064b6247202,Standard,2024-10-26,2025-04-24,1200,6,7200,0.0,churned
7354a2c4-898a-4dac-ac44-6ff03a921528,Basic,2024-09-30,,800,10,8000,0.0,active
c67b74d0-c8cd-4460-9497-ec821b0222d4,Premium,2025-05-13,,2000,3,6000,262.0,active
fbf235c5-ca39-46d1-b331-f636c0814a84,Standard,2025-02-20,,1200,5,6000,0.0,active
0631952b-c53d-4a2a-8caa-cf2390454fca,Basic,2025-04-27,2025-10-24,800,6,4800,545.87,churned
684f077b-eecd-4439-a654-b7a7f4442c54,Premium,2025-06-28,,2000,1,2000,0.0,active
f68c546c-0ce3-43aa-9457-af92dc1a62e9,Standard,2025-06-17,,1200,1,886,0.0,active
16635e1f-a07f-4b40-a06a-0a0ceb365d88,Basic,2025-07-07,,800,1,800,0.0,active
4511ca77-4932-4f4b-9c3c-d431e6d6e34e,Basic,2025-05-20,,800,2,1600,236.14,active
ab27a7ca-acc4-4a46-b629-43e9f788c55e,Standard,2025-05-28,2025-10-25,1200,5,6000,0.0,churned
72c6b868-55c4-40f8-a16d-c0ee781812e4,Premium,2024-08-10,,2000,12,24000,0.0,active
25d09ee1-427e-4d0d-8643-062fa8fd376f,Standard,2025-08-06,,1200,1,1200,0.0,active
d925576f-8f5b-4841-b4fb-cc895b7ace72,Premium,2025-07-31,2026-06-26,2000,11,22000,0.0,churned
035a19ac-acd5-4457-83fb-fb8f1fb7f6fc,Basic,2025-07-16,2026-03-13,800,8,4291,809.77,churned
72d5b929-9896-43c2-bb1c-0307b915af0d,Basic,2025-03-30,,800,4,3200,694.63,active
a41878e1-ecf6-498c-9a04-fb669923ab01,Premium,2024-09-15,,2000,11,0,0.0,active
75a3c540-90dc-47c2-b1ab-d1970fd9fcba,Standard,2025-03-25,,1200,4,4800,0.0,active
c84e8a40-687a-480a-8831-3725700c8d61,Basic,2025-06-10,,800,2,1600,0.0,active
5be7adea-15b8-4924-82b3-dba9b3512c4d,Premium,2025-05-05,,2000,3,6000,0.0,active
8024d758-2415-46f3-b892-de39a08252df,Standard,2025-02-23,,1200,5,6000,0.0,active
699afb46-caae-4225-8426-026acbc53462,Basic,2025-02-18,,800,5,4000,0.0,active
ba7d0493-701d-4b5b-abb6-f18e5ddde30f,Basic,2024-10-26,,800,9,7200,421.0,active
2c737d9f-3642-4d0e-b708-2ba2641b65b9,Basic,2025-05-05,,800,3,2400,487.0,active
d5f67c37-8012-4af3-b339-c2909478b24a,Premium,2025-01-24,,2000,6,12000,0.0,active
86db2f49-7309-4021-bb7a-2a306ee918dd,Premium,2025-05-04,,2000,3,6000,0.0,active
18636040-194f-4eda-92e6-0a19df24fd5f,Basic,2024-12-28,,800,7,5600,0.0,active
b4c266a7-1c87-4c9c-a52c-4fe186032eb3,Premium,2024-10-01,,2000,10,20000,0.0,active
